,GeneSymbol,Type,ClinicalSignificance,clinsig
20264,BRCA2,single nucleotide variant,Likely benign,Likely benign
20265,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20266,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20267,BRCA2,single nucleotide variant,Likely benign,Likely benign
20268,BRCA2,single nucleotide variant,Likely benign,Likely benign
20269,BRCA2,single nucleotide variant,Likely pathogenic,Likely pathogenic
20270,BRCA2,single nucleotide variant,Likely pathogenic,Likely pathogenic
20271,BRCA2,single nucleotide variant,Likely benign,Likely benign
20272,BRCA2,single nucleotide variant,Likely benign,Likely benign
20273,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20274,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20275,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20276,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20277,BRCA2,Deletion,Pathogenic,Pathogenic
20278,BRCA2,Deletion,Pathogenic,Pathogenic
20279,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20280,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20281,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20282,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20283,BRCA2,single nucleotide variant,Likely benign,Likely benign
20284,BRCA2,single nucleotide variant,Likely benign,Likely benign
20285,BRCA2,single nucleotide variant,Likely benign,Likely benign
20286,BRCA2,single nucleotide variant,Likely benign,Likely benign
20287,BRCA2,Deletion,Pathogenic,Pathogenic
20288,BRCA2,Deletion,Pathogenic,Pathogenic
20289,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20290,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20291,BRCA2,single nucleotide variant,Likely benign,Likely benign
20292,BRCA2,single nucleotide variant,Likely benign,Likely benign
20293,BRCA2,single nucleotide variant,Likely benign,Likely benign
20294,BRCA2,single nucleotide variant,Likely benign,Likely benign
20295,BRCA2,single nucleotide variant,Likely benign,Likely benign
20296,BRCA2,single nucleotide variant,Likely benign,Likely benign
20297,BRCA2,single nucleotide variant,Likely pathogenic,Likely pathogenic
20298,BRCA2,single nucleotide variant,Likely pathogenic,Likely pathogenic
20299,BRCA2,single nucleotide variant,Likely benign,Likely benign
20300,BRCA2,single nucleotide variant,Likely benign,Likely benign
20301,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20302,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20303,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20304,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20305,BRCA2,single nucleotide variant,Likely benign,Likely benign
20306,BRCA2,single nucleotide variant,Likely benign,Likely benign
20307,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20308,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20309,BRCA2,single nucleotide variant,Likely benign,Likely benign
20310,BRCA2,single nucleotide variant,Likely benign,Likely benign
20311,BRCA2,Deletion,Pathogenic,Pathogenic
20312,BRCA2,Deletion,Pathogenic,Pathogenic
20313,BRCA2,single nucleotide variant,Likely benign,Likely benign
20314,BRCA2,single nucleotide variant,Likely benign,Likely benign
20315,BRCA2,single nucleotide variant,Likely benign,Likely benign
20316,BRCA2,single nucleotide variant,Likely benign,Likely benign
20317,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20318,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20319,BRCA2,single nucleotide variant,Likely benign,Likely benign
20320,BRCA2,single nucleotide variant,Likely benign,Likely benign
20321,BRCA2,single nucleotide variant,Likely benign,Likely benign
20322,BRCA2,single nucleotide variant,Likely benign,Likely benign
20323,BRCA2,single nucleotide variant,Likely benign,Likely benign
20324,BRCA2,single nucleotide variant,Likely benign,Likely benign
20325,BRCA2,single nucleotide variant,Likely benign,Likely benign
20326,BRCA2,single nucleotide variant,Likely benign,Likely benign
20327,BRCA2,Deletion,Pathogenic,Pathogenic
20328,BRCA2,Deletion,Pathogenic,Pathogenic
20329,BRCA2,single nucleotide variant,Likely benign,Likely benign
20330,BRCA2,single nucleotide variant,Likely benign,Likely benign
20331,BRCA2,single nucleotide variant,Likely benign,Likely benign
20332,BRCA2,single nucleotide variant,Likely benign,Likely benign
20333,BRCA2,single nucleotide variant,Likely benign,Likely benign
20334,BRCA2,single nucleotide variant,Likely benign,Likely benign
20335,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20336,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20337,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20338,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20339,BRCA2,Deletion,Pathogenic,Pathogenic
20340,BRCA2,Deletion,Pathogenic,Pathogenic
20341,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20342,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20343,BRCA2,Deletion,Pathogenic,Pathogenic
20344,BRCA2,Deletion,Pathogenic,Pathogenic
20345,BRCA2,Duplication,Pathogenic,Pathogenic
20346,BRCA2,Duplication,Pathogenic,Pathogenic
20347,BRCA2,single nucleotide variant,Likely benign,Likely benign
20348,BRCA2,single nucleotide variant,Likely benign,Likely benign
20349,BRCA2,Duplication,Pathogenic,Pathogenic
20350,BRCA2,Duplication,Pathogenic,Pathogenic
20351,BRCA2,single nucleotide variant,Likely benign,Likely benign
20352,BRCA2,single nucleotide variant,Likely benign,Likely benign
20353,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20354,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20355,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20356,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20357,BRCA2,single nucleotide variant,Likely benign,Likely benign
20358,BRCA2,single nucleotide variant,Likely benign,Likely benign
20359,BRCA2,single nucleotide variant,Likely benign,Likely benign
20360,BRCA2,single nucleotide variant,Likely benign,Likely benign
20361,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20362,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20363,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20364,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20365,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20366,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20367,BRCA2,single nucleotide variant,Likely benign,Likely benign
20368,BRCA2,single nucleotide variant,Likely benign,Likely benign
20369,BRCA2,single nucleotide variant,Likely benign,Likely benign
20370,BRCA2,single nucleotide variant,Likely benign,Likely benign
20371,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20372,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20373,BRCA2,single nucleotide variant,Likely benign,Likely benign
20374,BRCA2,single nucleotide variant,Likely benign,Likely benign
20375,BRCA2,Deletion,Uncertain significance,Uncertain significance
20376,BRCA2,Deletion,Uncertain significance,Uncertain significance
20377,BRCA2,single nucleotide variant,Likely benign,Likely benign
20378,BRCA2,single nucleotide variant,Likely benign,Likely benign
20379,BRCA2,single nucleotide variant,Likely benign,Likely benign
20380,BRCA2,single nucleotide variant,Likely benign,Likely benign
20381,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20382,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20383,BRCA2,single nucleotide variant,Likely benign,Likely benign
20384,BRCA2,single nucleotide variant,Likely benign,Likely benign
20385,BRCA2,single nucleotide variant,Likely benign,Likely benign
20386,BRCA2,single nucleotide variant,Likely benign,Likely benign
20387,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20388,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20389,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20390,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20391,BRCA2,single nucleotide variant,Likely benign,Likely benign
20392,BRCA2,single nucleotide variant,Likely benign,Likely benign
20393,BRCA2,single nucleotide variant,Likely benign,Likely benign
20394,BRCA2,single nucleotide variant,Likely benign,Likely benign
20395,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20396,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20397,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20398,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20399,BRCA2,single nucleotide variant,Likely benign,Likely benign
20400,BRCA2,single nucleotide variant,Likely benign,Likely benign
20401,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20402,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20403,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20404,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20405,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20406,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20407,BRCA2,single nucleotide variant,Likely benign,Likely benign
20408,BRCA2,single nucleotide variant,Likely benign,Likely benign
20409,BRCA2,single nucleotide variant,Likely benign,Likely benign
20410,BRCA2,single nucleotide variant,Likely benign,Likely benign
20411,BRCA2,single nucleotide variant,Likely benign,Likely benign
20412,BRCA2,single nucleotide variant,Likely benign,Likely benign
20413,BRCA2,single nucleotide variant,Likely benign,Likely benign
20414,BRCA2,single nucleotide variant,Likely benign,Likely benign
20415,BRCA2,single nucleotide variant,Benign,Benign
20416,BRCA2,single nucleotide variant,Benign,Benign
20417,BRCA2,Duplication,Pathogenic,Pathogenic
20418,BRCA2,Duplication,Pathogenic,Pathogenic
20419,BRCA2,Deletion,Pathogenic,Pathogenic
20420,BRCA2,Deletion,Pathogenic,Pathogenic
20421,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20422,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20423,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20424,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20425,BRCA2,Duplication,Pathogenic,Pathogenic
20426,BRCA2,Duplication,Pathogenic,Pathogenic
20427,BRCA2,single nucleotide variant,Likely benign,Likely benign
20428,BRCA2,single nucleotide variant,Likely benign,Likely benign
20429,BRCA2,Indel,Pathogenic,Pathogenic
20430,BRCA2,Indel,Pathogenic,Pathogenic
20431,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20432,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20433,BRCA2,Indel,Pathogenic,Pathogenic
20434,BRCA2,Indel,Pathogenic,Pathogenic
20435,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20436,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20437,BRCA2,Indel,Pathogenic,Pathogenic
20438,BRCA2,Indel,Pathogenic,Pathogenic
20439,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20440,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20441,BRCA2,single nucleotide variant,Likely benign,Likely benign
20442,BRCA2,single nucleotide variant,Likely benign,Likely benign
20443,BRCA2,single nucleotide variant,Likely benign,Likely benign
20444,BRCA2,single nucleotide variant,Likely benign,Likely benign
20445,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20446,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20447,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20448,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20449,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20450,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20451,BRCA2,single nucleotide variant,Likely benign,Likely benign
20452,BRCA2,single nucleotide variant,Likely benign,Likely benign
20453,BRCA2,single nucleotide variant,Likely benign,Likely benign
20454,BRCA2,single nucleotide variant,Likely benign,Likely benign
20455,BRCA2,single nucleotide variant,Likely benign,Likely benign
20456,BRCA2,single nucleotide variant,Likely benign,Likely benign
20457,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20458,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20459,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20460,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20461,BRCA2,Duplication,Pathogenic,Pathogenic
20462,BRCA2,Duplication,Pathogenic,Pathogenic
20463,BRCA2,single nucleotide variant,Likely benign,Likely benign
20464,BRCA2,single nucleotide variant,Likely benign,Likely benign
20465,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20466,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20467,BRCA2,single nucleotide variant,Likely benign,Likely benign
20468,BRCA2,single nucleotide variant,Likely benign,Likely benign
20469,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20470,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20471,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20472,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20473,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20474,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20475,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20476,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20477,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20478,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20479,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20480,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20481,BRCA2,single nucleotide variant,Likely benign,Likely benign
20482,BRCA2,single nucleotide variant,Likely benign,Likely benign
20483,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
